User,Email / Username,Role,Session,Status,Planned Session Start,Planned Session End,Actual Session Start,Actual Session End,Session Date,Joined,Left,Attendance Status,Grade,Sex,Race,Is Hispanic,School,District,Region,Program,Parents,Custom ID
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,5:55 PM,6:10 PM,5:55 PM,6:00 PM,02/14/2024,5:55 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,5:55 PM,6:10 PM,5:55 PM,6:00 PM,02/14/2024,5:55 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,5:54 PM,6:09 PM,,,02/14/2024,5:54 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,5:54 PM,6:09 PM,,,02/14/2024,5:54 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,5:54 PM,6:09 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,5:54 PM,6:09 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:43 PM,2:58 PM,2:43 PM,2:48 PM,02/14/2024,2:43 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:43 PM,2:58 PM,2:43 PM,2:48 PM,02/14/2024,2:43 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:42 PM,2:57 PM,,,02/14/2024,2:42 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:42 PM,2:57 PM,,,02/14/2024,2:42 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:42 PM,2:57 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:42 PM,2:57 PM,,,02/14/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,02/13/2024,9:29 PM,9:29 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,02/13/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:15 PM,9:30 PM,9:16 PM,9:21 PM,02/13/2024,9:16 PM,9:16 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:15 PM,9:30 PM,9:16 PM,9:21 PM,02/13/2024,9:16 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:12 PM,9:27 PM,,,02/13/2024,9:12 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:12 PM,9:27 PM,,,02/13/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:30 PM,9:45 PM,,,02/12/2024,9:30 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:30 PM,9:45 PM,,,02/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:14 PM,9:29 PM,9:15 PM,9:19 PM,02/12/2024,9:14 PM,9:15 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:14 PM,9:29 PM,9:15 PM,9:19 PM,02/12/2024,9:15 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:11 PM,9:26 PM,,,02/12/2024,9:11 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:11 PM,9:26 PM,,,02/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:42 PM,4:57 PM,,,02/12/2024,4:42 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:42 PM,4:57 PM,,,02/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,4:31 PM,4:46 PM,4:31 PM,4:36 PM,02/12/2024,4:31 PM,4:31 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,4:31 PM,4:46 PM,4:31 PM,4:36 PM,02/12/2024,4:31 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,4:27 PM,4:42 PM,,,02/12/2024,4:27 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,4:27 PM,4:42 PM,,,02/12/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,02/11/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,02/11/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/11/2024,9:16 PM,9:17 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/11/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/11/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/11/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:29 PM,9:44 PM,,,02/10/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:29 PM,9:44 PM,,,02/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/10/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/10/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/10/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/10/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:25 PM,9:40 PM,,,02/09/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:25 PM,9:40 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:12 PM,9:27 PM,9:13 PM,9:18 PM,02/09/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:12 PM,9:27 PM,9:13 PM,9:18 PM,02/09/2024,9:13 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:09 PM,9:24 PM,,,02/09/2024,9:09 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:09 PM,9:24 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:45 PM,3:00 PM,,,02/09/2024,2:45 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:45 PM,3:00 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:15 PM,2:30 PM,,,02/09/2024,2:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:15 PM,2:30 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:46 PM,2:01 PM,,,02/09/2024,1:46 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:46 PM,2:01 PM,,,02/09/2024,1:47 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:46 PM,2:01 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:46 PM,2:01 PM,,,02/09/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,02/08/2024,9:22 PM,9:22 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:22 PM,9:37 PM,9:22 PM,9:27 PM,02/08/2024,9:22 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:20 PM,9:35 PM,,,02/08/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:20 PM,9:35 PM,,,02/08/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:20 PM,9:35 PM,,,02/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:20 PM,9:35 PM,,,02/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:25 PM,02/07/2024,9:20 PM,9:21 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:25 PM,02/07/2024,9:21 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:19 PM,9:34 PM,,,02/07/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:19 PM,9:34 PM,,,02/07/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:19 PM,9:34 PM,,,02/07/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:19 PM,9:34 PM,,,02/07/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,02/06/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,02/06/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/06/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/06/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:48 PM,1:03 PM,12:48 PM,12:53 PM,02/06/2024,12:48 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:48 PM,1:03 PM,12:48 PM,12:53 PM,02/06/2024,12:48 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:46 PM,1:01 PM,,,02/06/2024,12:46 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:46 PM,1:01 PM,,,02/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:45 PM,1:00 PM,,,02/06/2024,12:45 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:45 PM,1:00 PM,,,02/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:25 PM,02/05/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:25 PM,02/05/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,02/05/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,02/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/05/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:42 AM,9:57 AM,9:43 AM,9:47 AM,02/05/2024,9:42 AM,9:43 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:42 AM,9:57 AM,9:43 AM,9:47 AM,02/05/2024,9:43 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:41 AM,9:56 AM,,,02/05/2024,9:41 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:41 AM,9:56 AM,,,02/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:40 AM,9:55 AM,,,02/05/2024,9:40 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:40 AM,9:55 AM,,,02/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:24 PM,9:39 PM,9:24 PM,9:29 PM,02/04/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:24 PM,9:39 PM,9:24 PM,9:29 PM,02/04/2024,9:24 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:22 PM,9:37 PM,,,02/04/2024,9:23 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:22 PM,9:37 PM,,,02/04/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:21 PM,9:36 PM,,,02/04/2024,9:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:21 PM,9:36 PM,,,02/04/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:25 PM,9:40 PM,9:25 PM,9:30 PM,02/03/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:25 PM,9:40 PM,9:25 PM,9:30 PM,02/03/2024,9:25 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:23 PM,9:38 PM,,,02/03/2024,9:23 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:23 PM,9:38 PM,,,02/03/2024,9:23 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:23 PM,9:38 PM,,,02/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:23 PM,9:38 PM,,,02/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,02/02/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,02/02/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/02/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/02/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:57 PM,4:12 PM,3:58 PM,4:03 PM,02/02/2024,3:58 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:57 PM,4:12 PM,3:58 PM,4:03 PM,02/02/2024,3:58 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:55 PM,4:10 PM,,,02/02/2024,3:56 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:55 PM,4:10 PM,,,02/02/2024,3:55 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:55 PM,4:10 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:55 PM,4:10 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,1:23 PM,1:38 PM,1:23 PM,1:28 PM,02/02/2024,1:23 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,1:23 PM,1:38 PM,1:23 PM,1:28 PM,02/02/2024,1:23 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:22 PM,1:37 PM,,,02/02/2024,1:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:22 PM,1:37 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:21 PM,1:36 PM,,,02/02/2024,1:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:21 PM,1:36 PM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:34 AM,11:49 AM,11:34 AM,11:39 AM,02/02/2024,11:34 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:34 AM,11:49 AM,11:34 AM,11:39 AM,02/02/2024,11:34 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:32 AM,11:47 AM,,,02/02/2024,11:32 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:32 AM,11:47 AM,,,02/02/2024,11:32 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:32 AM,11:47 AM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:32 AM,11:47 AM,,,02/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,02/01/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,02/01/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,02/01/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,02/01/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/01/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/01/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:24 PM,9:39 PM,9:24 PM,9:29 PM,01/31/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:24 PM,9:39 PM,9:24 PM,9:29 PM,01/31/2024,9:24 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:22 PM,9:37 PM,,,01/31/2024,9:22 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:22 PM,9:37 PM,,,01/31/2024,9:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:22 PM,9:37 PM,,,01/31/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:22 PM,9:37 PM,,,01/31/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,01/30/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,01/30/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/30/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/30/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:16 PM,9:31 PM,,,01/30/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:16 PM,9:31 PM,,,01/30/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,01/29/2024,9:19 PM,9:19 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:19 PM,9:24 PM,01/29/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/29/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/29/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/29/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/29/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,01/28/2024,9:20 PM,9:20 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:20 PM,9:25 PM,01/28/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:18 PM,9:33 PM,,,01/28/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:18 PM,9:33 PM,,,01/28/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,01/28/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,01/28/2024,,,Missed,,,,,,,,,Automation Parent,
